Word,Frequency
ugobietna,1
batcoja,1
naaaña,1
unfañago,1
infanfinatinas,1
unmapotgue,1
infanlâlâja,1
unmacone,1
senpiligro,1
lasea,1
yyon,1
manato,1
rumesisibe,1
umanaatog,1
rincon,1
unnamamañañayo,1
matuque,1
umamapotgueñaejon,1
umasirconsida,1
juquilisyano,1
jajasosoye,1
seguroyo,1
jananana,1
jafanuejit,1
manmamapos,1
ufantaegüine,1
manmantutuna,1
fuera,1
mapresujo,1
señatmiyo,1
tortola,1
cumuentosyoja,1
infanmaudae,1
ana,1
aser,1
tribun,1
fajan,1
chatmatagoyo,1
fanuel,1
mannesesitajit,1
jatacayo,1
jusisigueja,1
umadotgan,1
caducoyo,1
ufanjinatsa,1
proteta,1
jafañago,1
jajogue,1
nesesitagüe,1
ninacaduco,1
quinensuela,1
guefmanjonggue,1
umanalibre,1
manpreso,1
bonitopuerto,1
japolojam,1
senñateng,1
jabisitajit,1
gnido,1
ufanamatungo,1
unmafanaan,1
tinunas,1
utasetbe,1
linibreta,1
manmayama,1
taegüenoja,1
ilelegco,1
tratoña,1
chumatliijit,1
gosmapot,1
manmalofanjam,1
inninafanmanatungo,1
umoriya,1
redension,1
mumayayama,1
patasta,1
jaina,1
masedonio,1
minamalag,1
unamalag,1
tristenmiyo,1
adrumeto,1
comoque,1
umacamo,1
costan,1
ninatugue,1
jagosgüaeya,1
infanugungñaejon,1
unamagof,1
mamaudaejam,1
sirenio,1
manlayagjam,1
juapmam,1
lisia,1
bando,1
janafanjalomjam,1
manchátmatago,1
umanana,1
unanalo,1
udisipulojo,1
mañelumame,1
manmajungogjam,1
mañelunmame,1
sirineo,1
magalagen,1
manacatga,1
mamofeagüe,1
infañañaga,1
maadodora,1
puteoli,1
mandidimo,1
tatatmanojao,1
ujatagamjam,1
madaña,1
metcadon,1
appio,1
taetinegcha,1
jasottaye,1
rufo,1
regio,1
infananaan,1
jujano,1
jasupog,1
undingoyo,1
manmatunanmame,1
infanmaañao,1
majanaojam,1
janagosagang,1
utafanjonggue,1
manmacatgayejam,1
alejandrina,1
uquinatgaye,1
castor,1
polux,1
siracusa,1
fumaaelagüe,1
manrifa,1
manoriyajam,1
guimenña,1
junatungoja,1
taberna,1
uninamalag,1
ujanaogüe,1
inquequeneyo,1
mamatquiquiloja,1
talolo,1
undefiende,1
janama,1
mamatgon,1
magagago,1
jajojoca,1
dinalalaggüe,1
inguiotyo,1
ufañogcha,1
incomprende,1
jumajanaoja,1
guiot,1
inquelie,1
fanmaego,1
gueguesmanafaesen,1
mangosmacat,1
inatquilaña,1
janafanmañaña,1
chinatfinoña,1
manmangaogao,1
jumasotta,1
manmamuno,1
umangngocojao,1
masosotta,1
senturuon,1
finaela,1
maegsaminayo,1
mamatdise,1
galileajao,1
cajida,1
mañogcha,1
utafanguentos,1
magodeyo,1
rinesibenmame,1
matanchue,1
profetisa,1
gaetinegcha,1
mapatmada,1
manmañentensia,1
poloja,1
uninatunog,1
goságang,1
escusañija,1
jutuguie,1
manañajlalang,1
sinengcabales,1
juguefegaga,1
ministrojam,1
testigojam,1
ujanajalom,1
timon,1
sanmena,1
guesmagas,1
consoladat,1
ninaejam,1
umanadaje,1
guefmaasegura,1
uescapa,1
ufannaregla,1
unasatbo,1
umatitiye,1
ulonmiyo,1
gapon,1
masisen,1
jautot,1
ubulagüe,1
guinem,1
tinaetaemo,1
finitme,1
cumequefanmalago,1
proa,1
manmananaetae,1
senmanaelaye,1
clasiña,1
linâlâmiyo,1
chochosija,1
ujafañocho,1
tanananggaja,1
agagañija,1
sisiguejajit,1
lalatdiyon,1
mañochojit,1
finande,1
manafitme,1
rinisibe,1
ujanafanjomlo,1
uninapogpog,1
umapalalae,1
umacalaye,1
manadaje,1
janagaliligue,1
inenog,1
pasjo,1
algun,1
mataaatanja,1
atrebe,1
uninafanlamen,1
mapetsigue,1
maatan,1
ninaejo,1
rumesibejam,1
infanaguaeya,1
janafañagajam,1
jinaga,1
uninafanjomlo,1
vibora,1
guate,1
uninagalileg,1
inninafanjajasoja,1
utinago,1
manetejnan,1
ufanmangajat,1
ufantinattitiye,1
ninajuyong,1
predica,1
tabbla,1
condena,1
melita,1
manjengguenñija,1
janajuyong,1
jafamaulegjam,1
ufanmanangane,1
manmanotne,1
ninafangosmaañao,1
palitun,1
jamanojo,1
binitgenña,1
unbira,1
untestigo,1
jumijita,1
jutaetaetaye,1
sineñas,1
juguesfanope,1
ufanmantiene,1
cajuloyo,1
manmaconie,1
mangaemalango,1
minachom,1
jijutña,1
manoriya,1
jatojgue,1
ayona,1
juaguaguaguate,1
unfanjuyong,1
gobietnaña,1
minamanman,1
junafangalamten,1
unnamalag,1
jaconsienteja,1
machichiguet,1
jutungojao,1
layta,1
mansenmauleg,1
laguanñija,1
inresisibeja,1
jucuentos,1
unecungogjam,1
case,1
numanafanenbeste,1
janafanataelaye,1
japongle,1
unafalag,1
manmatinas,1
quinenemame,1
ujacumple,1
estajam,1
unegsamina,1
laguanmiyo,1
infaaela,1
malilingo,1
ujaaprueba,1
palangana,1
umanasagaja,1
judia,1
guaegayon,1
namaesajaoja,1
insanganeyo,1
ini,1
ministro,1
jusaganñaejon,1
manchiguit,1
drusila,1
mancautibo,1
adengjoja,1
junamaagagange,1
usinetta,1
ufafato,1
manfinagase,1
infanaan,1
ujaatungo,1
porcio,1
ninafanonra,1
mesas,1
manatungoña,1
juprocucura,1
siro,1
jesuscristo,1
umofefende,1
unyulangjam,1
mannesesita,1
pelojam,1
jei,1
ufanyute,1
chumulegüe,1
sotta,1
sarepta,1
naaman,1
magasgas,1
taepattemo,1
jumafaesen,1
janafanmadetiene,1
tododoja,1
chechomiyo,1
eliseo,1
jaseñat,1
janabulaja,1
manmañoñogñog,1
usinangane,1
infanmaconie,1
jagugugan,1
masotcan,1
manmanjajala,1
infamaulegjam,1
ujonggue,1
umalago,1
nasesita,1
mananaye,1
mafamamauleg,1
corasoñija,1
mamañotsot,1
ujatiteg,1
jaagangyo,1
sagua,1
uma,1
jatayuyutyo,1
innaayunat,1
iligña,1
ufancabales,1
maaaño,1
ninamatungomo,1
traidot,1
unlalalatde,1
manaetaeja,1
mafafaesenyo,1
jasasanganja,1
jo,1
mansénbubo,1
umapidaso,1
unnamatungo,1
uquefanmañoda,1
janafanmasaulagjam,1
janafanbachet,1
numalibre,1
jufafaesen,1
manmanjulajam,1
tálolo,1
janamajetog,1
fanatungo,1
publicanosija,1
minantiene,1
escribañija,1
ujinisga,1
munajutago,1
estabagüe,1
masanganeyo,1
jaapatta,1
ufanmagong,1
antipatris,1
mapoloja,1
sangangane,1
madalaggüe,1
juamte,1
juadingan,1
batcoñija,1
umaadaje,1
gacumuentos,1
nagasgas,1
mamacuentos,1
famaaela,1
mansenmagofjam,1
unamagong,1
layñija,1
sendalujo,1
jusaluda,1
jadalalaggüe,1
unsanganeyo,1
inadingane,1
unmagagao,1
umaquetungo,1
umananggañiñija,1
senmagas,1
jufanjusga,1
jatuna,1
manmanlalansa,1
umaasongüe,1
unfanmocat,1
unfamauleque,1
ujanamaudae,1
taeminapot,1
ta,1
juconsagra,1
tentasionña,1
ujadalalagyo,1
bumiuda,1
junafotgue,1
unfinaesenjao,1
unnesesita,1
pasensiamo,1
umaecungogyo,1
jaanejo,1
matungojayo,1
insuaye,1
religionta,1
unamafanyano,1
jupetmite,1
farangca,1
umanafanunas,1
manechong,1
umanafanagpapa,1
manloca,1
boca,1
umanafanbula,1
finacañada,1
jufanope,1
jusanganejamyo,1
natutunas,1
manmanjajajaso,1
mamagat,1
camalenña,1
finatinasñajafa,1
guinecoña,1
abanicuña,1
manmerese,1
umerese,1
jubébela,1
apasmiyo,1
umanaclaro,1
infanmanchiguit,1
mumatratrata,1
infangaemasâpet,1
infangaepas,1
infatinasjam,1
ufanmatatagpange,1
maegsamina,1
presonero,1
mangüinaeya,1
managpang,1
infanafagase,1
ninamatatnga,1
junafanman,1
gogoslalaloyo,1
manatungoñija,1
parientesñija,1
malagña,1
manjajanaoja,1
mamodongjam,1
bulagüe,1
jacuentuseyo,1
jupreso,1
unfamateg,1
manmannangga,1
gaebetsa,1
jacumuentuse,1
manaenaetae,1
manaliijit,1
junaministro,1
jafapos,1
juprocura,1
tijongguiyon,1
majus,1
inresibi,1
abilinia,1
lisanias,1
traconite,1
iturea,1
quinanoña,1
jagobietna,1
manmaprometa,1
tiberio,1
infaesen,1
manmajngan,1
tribus,1
corasoña,1
masestbeja,1
mafaaelayo,1
mansinejeta,1
pinitinmame,1
taeguenao,1
unfatinasjam,1
umanalâlâ,1
maponggle,1
manaetaegüe,1
jumerese,1
arfaxat,1
ungostungoja,1
sela,1
heber,1
peleg,1
ragau,1
serug,1
nacor,1
taré,1
lameg,1
jureusayo,1
jinisgajo,1
unfalag,1
unninamalag,1
jufatinase,1
umasaluda,1
jesse,1
natan,1
sem,1
matusalem,1
gaejechuraña,1
manamagajet,1
unquilile,1
ujafaaela,1
momento,1
finanue,1
munalâlâ,1
mamatugue,1
parejaja,1
qüe,1
espirita,1
enog,1
set,1
enos,1
unafanmagof,1
jersalem,1
unmajusga,1
jumajusga,1
mahalaleel,1
jared,1
matata,1
mena,1
tintago,1
amos,1
simei,1
maat,1
minatatnganmiyo,1
nagé,1
eslí,1
juguestungo,1
umajusga,1
nalum,1
inigongña,1
jadeclaraye,1
unintrega,1
jané,1
jinisgan,1
minagasñija,1
matat,1
sumetnon,1
maqueja,1
guiniflie,1
jaasegura,1
religionñija,1
joana,1
resa,1
mafaesenyo,1
melea,1
jonan,1
jorim,1
umanaafana,1
elieser,1
er,1
elmodan,1
lisensiaña,1
cosam,1
adí,1
mafaaelaña,1
sinjufannangga,1
jumaconie,1
neri,1
finaesenñija,1
superstisionñija,1
sumanjiyongja,1
partos,1
infanmasotta,1
faninespápanta,1
proseliton,1
umachaba,1
jaana,1
manmaumentaña,1
libertinos,1
sireneo,1
alejandrino,1
jamofefea,1
dumalálalaque,1
parmenas,1
manmasusuug,1
fanmafabábaba,1
anão,1
guimen,1
manbonito,1
manmamalo,1
pinebbleña,1
minaeñija,1
nicolás,1
timón,1
infanmumo,1
cristogüe,1
cuarto,1
manafamaulegja,1
minalagon,1
mansenmagof,1
ujamerese,1
pumadese,1
tatungoja,1
mandescacansa,1
fanmanmofefea,1
nicanor,1
ufanmafanagüe,1
helenitas,1
manmaatiende,1
sinetbeñija,1
tasetbe,1
tasigueja,1
mafanagüeña,1
prócoro,1
inaatan,1
janamamaela,1
utulaeca,1
ninamagalaje,1
ufanmanmerese,1
sirconsision,1
manafanásagua,1
manásagua,1
masirconsida,1
gaeasagua,1
patriarcasija,1
ápaca,1
niñalang,1
jaentregajit,1
falofan,1
rinesibe,1
setentaisinco,1
uniasagua,1
munadangculoyo,1
utestigojo,1
gaeimagen,1
finajan,1
jumasetbe,1
sientes,1
manmatrata,1
finajalomtano,1
sebblanñijaja,1
ninaenñija,1
fumatoigüe,1
estatabaja,1
manmamanunue,1
majujungogja,1
finanuejo,1
chaldeosija,1
ulajiña,1
ninamalofangüe,1
prinemete,1
tataepatgon,1
utaotao,1
sunagoga,1
jayejam,1
fatáchong,1
manlala,1
infanenentrega,1
insetta,1
numanasajnge,1
inbula,1
napon,1
jufamadese,1
manmaafuetsas,1
juguefdesea,1
gaéguima,1
ufanmadago,1
inguesencatga,1
fanmamananagüe,1
dalalaque,1
inbaba,1
mangachochongta,1
manmamogsae,1
sumagaye,1
trenta,1
aqueldama,1
umaofrese,1
uqueentrega,1
manpromete,1
manonae,1
infanafacae,1
manmaempadrona,1
manmamamumulan,1
unquinila,1
dinididin,1
tribo,1
tejnan,1
lamasajo,1
tentasionjo,1
sumisigueja,1
majujuchomja,1
infanaegüenao,1
fatitinas,1
umasdangculo,1
ufinatinas,1
jae,1
manfagpo,1
manchinichile,1
mañena,1
manfinatotoe,1
injajasoyo,1
lumalajijot,1
matratos,1
numerou,1
inganaye,1
guinadon,1
manaseyo,1
mayulangña,1
utafatinas,1
finoñija,1
maonra,1
ineriyaye,1
umanafanlasuja,1
manpasensianmiyo,1
quinanomiyo,1
teudas,1
umanamapuno,1
janabanidoso,1
parientesmiyo,1
uñalang,1
manguaguato,1
tilipasña,1
sientos,1
pangpang,1
manlalalango,1
manmaañaoñija,1
ninanangga,1
finanagüenmiyo,1
taosgueña,1
fanmachocho,1
infansiña,1
ufinatoña,1
uprinsipe,1
inelacho,1
pinadog,1
bendisonmo,1
verano,1
manmañúñuso,1
inmanafanlibre,1
usatbadot,1
fafalingo,1
infanalag,1
sineyo,1
sumesede,1
mañañija,1
emmor,1
fafatta,1
sumajyao,1
umeeyag,1
incontra,1
yegña,1
inchechegüe,1
manmañangangane,1
majujungog,1
inareglan,1
chinelejo,1
janafañegcheg,1
nafangagana,1
guinideña,1
cuentanñija,1
sicomoro,1
macatga,1
umeculo,1
etigo,1
jaquequeliija,1
umajafot,1
gaetongjo,1
machatlie,1
cumonejam,1
refán,1
jadadague,1
untanom,1
inofreseyo,1
pinino,1
uncococo,1
tabemaculon,1
unchuchule,1
moloc,1
setbiyetas,1
injatsayeyo,1
manamanman,1
ufanmangue,1
tinanchoña,1
josué,1
letra,1
fumatinase,1
güinanaña,1
tronujo,1
inigungñija,1
jabatatangga,1
fanlie,1
fattamo,1
promucucuraja,1
mafafajan,1
ninágostriste,1
pattemo,1
suertemo,1
unfacae,1
fañotsot,1
pumano,1
untayuyute,1
jufanlie,1
minalaet,1
guineden,1
manlinie,1
umanadangculo,1
tayuyuteyo,1
munamitde,1
uninaumitde,1
minadangculo,1
gosrico,1
salapemo,1
namanminapot,1
manmatagpangeja,1
ufanmapreso,1
utumungo,1
machoma,1
jaencanta,1
jafababa,1
umentregao,1
umafaesegnane,1
umatituye,1
mantituye,1
numamanman,1
umabotlea,1
sumisijaja,1
manjajanaojit,1
umaligao,1
manestataba,1
inprocucura,1
iyonmame,1
idolo,1
menanmame,1
gobietno,1
mumatrata,1
maeyag,1
manplanta,1
mangaeninasiñaña,1
ubisita,1
maltrato,1
infanmamagas,1
jadefiende,1
tagpangen,1
pineluña,1
pinegsae,1
unaunoja,1
uchumachaleg,1
fanuejao,1
tiemponmiyo,1
macuentuse,1
gumeguesecungog,1
ujachogüe,1
jajulat,1
japoluye,1
gualo,1
fatinasejam,1
jatrata,1
umaqueentrega,1
uquefanmañule,1
ujafaquemanunas,1
ninasiñañaja,1
malamañaña,1
manparientesta,1
umaespipia,1
mapupulanja,1
umaqueguot,1
manaerida,1
ufinapetbos,1
pinelon,1
jinegse,1
pedasitos,1
fanlalâlâ,1
heredero,1
sumenbonito,1
jumoca,1
mananataelaye,1
minalalamen,1
umaqueyulang,1
guajaña,1
lumajijot,1
jufangobietna,1
aya,1
umanasuja,1
ugueslie,1
mañaenamo,1
sapatosmo,1
manmasapet,1
inigongñiñija,1
infaliyang,1
unjues,1
banco,1
jutanme,1
gonggong,1
jucococoja,1
nalâlâ,1
ufanmanaejit,1
juchuchuleja,1
ufanmadegüeya,1
tumachojnge,1
miña,1
mapupula,1
jachonegñaejon,1
uguma,1
unnatalo,1
mabisitamo,1
unmapoluye,1
unmaoriyaye,1
unpunoyo,1
utanmancolat,1
maatogüe,1
jaanimo,1
ujanangga,1
ninacasao,1
ninafalago,1
manmaudae,1
mapinito,1
inpípila,1
tumaotao,1
coladot,1
nafanfitme,1
jaguesjatsa,1
nafanbula,1
suidan,1
unnanana,1
janafofona,1
mangaefabot,1
mansasatbo,1
mafatimas,1
unfanmanman,1
manafanbula,1
cantaro,1
mañaolag,1
dumaña,1
manulat,1
guinasgasñija,1
orajo,1
coja,1
juentalo,1
manututunog,1
mandangculoña,1
mainagof,1
janafanmalago,1
lomoña,1
madulalag,1
tampoco,1
bengbengña,1
ninamamanman,1
chumuda,1
espirituja,1
manmañiente,1
juason,1
ninamagong,1
manacajulo,1
machapon,1
cuarentaisaes,1
manmaetae,1
unfanuejam,1
janainaleja,1
ynigo,1
nesesitaoña,1
namajan,1
manaalinquin,1
ufanmanonra,1
inataugüe,1
uninagang,1
lámpara,1
munamamaela,1
testiomonio,1
janamalago,1
ileo,1
infanlibre,1
manalamen,1
manyinalaca,1
otra,1
candetña,1
atanjam,1
managpangejao,1
magalajenmiyo,1
esaias,1
infanmanope,1
dinga,1
ufanmafunas,1
jatestifica,1
manmafasen,1
innafamocat,1
dinebotonmameja,1
ufanagpange,1
sobre,1
bayoguña,1
tumatayog,1
sefas,1
umonra,1
ninafanlujan,1
ninafanmamanman,1
gumuguutyo,1
quinequene,1
finoñijaja,1
ninamanmanñija,1
ingueguesatanjam,1
ninaiña,1
jijut,1
madadalalag,1
comequentosña,1
manmatojgue,1
ninasiñanmameja,1
unafatachong,1
tasangan,1
tat,1
tresja,1
manbuebuenteja,1
chumulilie,1
pinelonmiyo,1
batdeña,1
amam,1
uncuentutuse,1
finaesesenmo,1
umadingangane,1
ufanagüejit,1
fanalagquilo,1
umagong,1
umadora,1
manmafañagojit,1
adodora,1
manmanadododora,1
tiningomame,1
joel,1
unninajalom,1
finota,1
arabsija,1
minamagong,1
mansogsog,1
elamitas,1
mumauleg,1
matagam,1
betesda,1
magalage,1
uamte,1
potjafa,1
capadosia,1
unyogyog,1
matanmiyo,1
phrygia,1
salvadot,1
yero,1
libia,1
infanmangoco,1
proselitos,1
cretensija,1
manapaca,1
adorasion,1
ufanmanprofetisa,1
unmamaela,1
umareprende,1
mafajâgâ,1
manaladiquique,1
ufansatbo,1
maasegura,1
manaenñaejon,1
salim,1
enon,1
japula,1
gaonñija,1
jufanlupog,1
mamaegojao,1
manamagong,1
junacalamten,1
munatungoyo,1
usapit,1
testimoniota,1
tadeclara,1
unnabulayo,1
iyajululo,1
tanae,1
sumeyo,1
disipuluñaja,1
ufanmangüife,1
ujaprofetisa,1
calalamten,1
sinanangane,1
gumiguinem,1
numaejam,1
unlupog,1
ninaeña,1
cajulojao,1
umatolaeca,1
najunaguinemjao,1
untagojit,1
finotaja,1
mafajomjom,1
ufanlupog,1
lagiña,1
sicar,1
refresco,1
umatago,1
fattanmiyo,1
tanomiyo,1
patteja,1
umamigo,1
manatalo,1
ufanlie,1
jajujungog,1
jaipie,1
sisiñan,1
inbende,1
japotfia,1
junafalag,1
mañoñoma,1
nasionta,1
joca,1
estagüiyaja,1
linajyanñija,1
jumafot,1
tajungogja,1
jaojuyong,1
finaaelamimiyo,1
güinajanñija,1
paraiso,1
uchogüe,1
finatinasta,1
utafanresibe,1
nafanason,1
uiyomo,1
mafanunue,1
safira,1
usatban,1
otrosija,1
tampe,1
jucastigaja,1
famodong,1
maalog,1
manmamañago,1
manmachora,1
manatangis,1
matatitiye,1
uapagaye,1
guinagaoñiñija,1
quinajuluña,1
tribunatñija,1
mabendas,1
inagüit,1
mafona,1
calaboson,1
gotan,1
masajalomña,1
fanojgue,1
umagoninias,1
janafanmaagange,1
finatoigüe,1
umatancho,1
manalalamen,1
mamapagot,1
matatiye,1
canastran,1
umanafanfagpo,1
ufamajan,1
ubende,1
uchuleja,1
gaebotsa,1
uchico,1
chicoja,1
tomojgue,1
unentrega,1
dumañae,1
gumuguot,1
tetenjan,1
manafandangculo,1
guefcumasao,1
manmapopolo,1
jagosasegura,1
camiya,1
guinesatangüe,1
criada,1
matotne,1
ufanjinemeja,1
tinatitiyeja,1
oranmiyo,1
janamagong,1
intaga,1
jajoca,1
utajita,1
ufannajong,1
manafanmato,1
suertenñija,1
innataebale,1
taecatne,1
mismoyo,1
inenraja,1
cabesan,1
tumojgueja,1
tungoñija,1
suerte,1
jababayejit,1
mapeja,1
ininangganmiyo,1
jacuentutusejit,1
sumanjalomta,1
inatanñija,1
jamalingoja,1
minatatngan,1
manlanga,1
janasaga,1
manmachaguejam,1
manbinaba,1
binendenñija,1
infanbinendise,1
testimonien,1
mannanalo,1
manmañulijit,1
bosña,1
guijadas,1
umaguefyulang,1
manmañangan,1
mamacatne,1
manmalilis,1
guesinestotba,1
ufamaguon,1
ynenra,1
marisibe,1
manafato,1
jaapatte,1
tinaelayenmiyo,1
saduseosija,1
umatutujon,1
manmamatungo,1
jajananagüe,1
mamjanao,1
unjujuto,1
jinelo,1
unpalalae,1
finamaulegñija,1
mapmañuñule,1
poncio,1
amenasoñija,1
mandescansa,1
manmamamauleg,1
umajomlo,1
lâlâgüe,1
megaegae,1
maatanja,1
atungoña,1
mangaeiyo,1
pechonñija,1
jaseco,1
natumalo,1
dosiento,1
oriyanñija,1
ujacastiga,1
inosgueña,1
sabanasja,1
tapune,1
jasnangane,1
matalaña,1
famanue,1
liniin,1
janamanman,1
taencatga,1
innanangga,1
magalajenmame,1
tinigueña,1
cleofas,1
senchañija,1
cuentosmimiyo,1
manmatampe,1
estadios,1
ufanmamanagüe,1
emmaus,1
jaseseco,1
fanmafato,1
setta,1
procura,1
lansaña,1
uninentrega,1
mabatsala,1
mamadisipulo,1
jaaconseja,1
uninarastra,1
ale,1
munaquelibre,1
manhipocrita,1
jaafuetsas,1
ujasigueja,1
atalia,1
sumanlichan,1
inlilie,1
suegra,1
mababaña,1
uaguaguat,1
jababaye,1
manafanmañaña,1
unpinelo,1
ufanogcha,1
uegaga,1
juguadog,1
jaocucupa,1
cuecuentos,1
mañodayo,1
ufanmamatinas,1
ufafanue,1
manegagayo,1
lancheruña,1
manpinino,1
canamapot,1
manaotaojam,1
manparejojajit,1
manaesetbe,1
machocho,1
inefresenñija,1
janadaña,1
tela,1
marabidi,1
chachatsagajayo,1
maneio,1
palae,1
manmafaesen,1
janafangasgas,1
güinajana,1
ninamagas,1
intietienta,1
yugo,1
mejnalom,1
nafanlisto,1
julog,1
upulan,1
manmaesgaejon,1
tetsero,1
bela,1
jacatga,1
usetbe,1
tajonggue,1
matane,1
ududog,1
manbebela,1
janafantestigo,1
manayeg,1
profetagüe,1
uninamagas,1
ninafangosmagof,1
mañiñila,1
catgoña,1
manaiña,1
masaulagña,1
jadeclara,1
umasauleg,1
ufanmasirconsida,1
jalisto,1
ufanmatago,1
ujajasuye,1
uninafandaña,1
uninasuja,1
bumolacho,1
pumanag,1
dibision,1
caeja,1
junaye,1
unutut,1
manetenjan,1
unaclaro,1
infanmachoneg,1
manguimenjam,1
infanmalingo,1
junamalagyo,1
machochochoyo,1
mañochojam,1
jaanemniyo,1
injengue,1
ilegmi,1
unsuja,1
proselito,1
siga,1
inyajo,1
jaeepogna,1
manmanojgue,1
minatatngañija,1
innasuja,1
jayasja,1
manguinen,1
infanmanman,1
umajulog,1
ponidera,1
testiguña,1
binaya,1
maespipiaja,1
taetaotao,1
cumunple,1
manmapoluye,1
bendisjon,1
injijingog,1
manmanjafot,1
indesonra,1
manafandaña,1
junafandaña,1
unfagas,1
ufonjayanyo,1
manaamteyo,1
sinanganmame,1
manmañatlilie,1
unpinino,1
prumocucura,1
injisganmaesa,1
guefprocura,1
umanajomlo,1
pesebre,1
insulto,1
ufanmacase,1
minacatña,1
ufanmafagas,1
numanajomlo,1
dinañan,1
jinenggueña,1
ninatunas,1
dignojamyo,1
umaatan,1
ufanmasonggue,1
mangope,1
manaenaña,1
malangumo,1
tumacho,1
ninaojlo,1
mercurio,1
umadagas,1
ninafan,1
numanamalag,1
ufanmanjaso,1
manmasatba,1
jumajananao,1
chalaña,1
tabirajit,1
maafuyut,1
gin,1
mandebota,1
manonra,1
sien,1
manespongja,1
griegos,1
docó,1
jardinña,1
gentil,1
mustasa,1
machogüe,1
sennamagof,1
ecungogyo,1
señotñija,1
masentensia,1
jaafuetsasjam,1
libaduran,1
purpura,1
managacha,1
tiatira,1
jajungogjam,1
uatituye,1
jagagaojam,1
mantinalugua,1
umaquechule,1
manmatachongjam,1
maespipia,1
pottan,1
afuefuetsas,1
fariseos,1
pitonico,1
inchechema,1
janafangana,1
mangequejalom,1
mansingane,1
umaagangnaejon,1
malagseña,1
samotrasia,1
uquinenfesatñaejon,1
comonfesatñaejonyo,1
inpredica,1
gana,1
mangagamajam,1
manbaliña,1
mamalefañaejon,1
naana,1
neapolis,1
httpchamorrobibleorg,1
taotaoj,1
octabo,1
colonia,1
jusangañe,1
romana,1
inmaañagüe,1
titigue,1
uyong,1
manadibibina,1
umanesesita,1
jadadalag,1
simienton,1
jaguesgode,1
medos,1
pelo,1
innafapos,1
sipo,1
laruda,1
tatalo,1
jacantaye,1
sesatja,1
gosninaestotba,1
guedenñija,1
munalalamen,1
naenñaejon,1
jusatbo,1
ufamuno,1
sinaulagñija,1
innagagasgas,1
raymame,1
etmas,1
ufañaque,1
manmalolofanja,1
unlatdejam,1
naftanñija,1
lating,1
ninanggaña,1
inconsienteja,1
siudata,1
utaresibe,1
utaadaje,1
tumaetae,1
ufanmasaulag,1
sinaulag,1
chumuchuchule,1
innainete,1
calolotmiyo,1
manmasaulagñija,1
maencatga,1
uguesadje,1
innafanmangangatga,1
umagangjam,1
pune,1
infanparejo,1
inninafanminagago,1
infansinangane,1
manmaaliligao,1
infañuja,1
infanbuébuente,1
jaguinem,1
mataetae,1
manprofeta,1
manafanjanao,1
ufañasagaja,1
janaeguen,1
tajanao,1
gauja,1
janafanminagago,1
ufanmanjila,1
mandocoñiñija,1
tabisita,1
mañeluta,1
uaumenta,1
fangalamten,1
jaanenñija,1
siyan,1
manmanmato,1
umatborota,1
ninamanlie,1
utatuguie,1
majulog,1
pinetlilon,1
senturanmiyo,1
upotliya,1
patgonmame,1
ufanpredica,1
janapeligro,1
manliigüe,1
maninatborota,1
usineda,1
ufanmajulog,1
ubijo,1
mandañajam,1
innafanjanao,1
güinaeyanmame,1
utalie,1
janachocho,1
lancho,1
umajonggue,1
jujala,1
ninamasirconsida,1
quinecojo,1
mumemetgot,1
linagga,1
numero,1
inanacon,1
mamacae,1
umadingangange,1
gachongñija,1
manchinema,1
mapatte,1
ufacaeyo,1
gaeyo,1
umipe,1
tayo,1
bitinia,1
ufanbachet,1
fiun,1
cleopas,1
lanchoco,1
maiisso,1
mandinalalag,1
minaguaguat,1
sagannengcanoñija,1
manmanananom,1
tataotaonmiyo,1
manadisapatta,1
linâlânmiyo,1
jugoftungo,1
janafanmamajlao,1
manafalag,1
manaetnon,1
unnaetnon,1
jayeg,1
taejinaso,1
lagin,1
inanco,1
descansa,1
ucombense,1
jatataetaeja,1
gasa,1
finijon,1
jatagojam,1
minagagagoja,1
asaguañalaje,1
lyyda,1
taemagago,1
pescadot,1
saron,1
güinaefe,1
mapredicañaejon,1
gumupupot,1
mafaaelagüe,1
guesmaguaeya,1
innafanunas,1
agapan,1
mumalango,1
mangasalape,1
udespresia,1
ninafañuja,1
putpura,1
macocona,1
japupulanja,1
helenista,1
entalota,1
trangcasija,1
umaquepuno,1
udañae,1
masasapet,1
sumenmagajet,1
masasapetyo,1
unafresco,1
usupog,1
yanmiyo,1
maquequepunoja,1
inaguguat,1
matitig,1
jajala,1
minajalom,1
mangaepas,1
manmanjójoflag,1
malagogüe,1
quineneñija,1
japresenta,1
tataeinangoco,1
innamaagangeyo,1
calaguagmo,1
nientensia,1
manmadidibe,1
guesmanatungo,1
tinagam,1
taotaojayo,1
jumaresibeyo,1
unnajalom,1
junamaagange,1
italiano,1
manajanaoyo,1
janasasajnge,1
manchinichiguet,1
jacana,1
ufanguadog,1
senclaroja,1
jusentensia,1
unajanaoyo,1
inaliligaoyo,1
undidibe,1
estagüiyayo,1
mansenbijo,1
jatatayuyutja,1
sisigue,1
augjet,1
maayuyuda,1
uchatlie,1
niñalangña,1
infaninangoco,1
mafamaulilique,1
mañañajguan,1
manatunasgüe,1
infanrinesibe,1
sumenjalom,1
manfatta,1
fumagas,1
generasionñija,1
manmamamaesen,1
manmejnalomña,1
chojfe,1
ufansiña,1
macandalo,1
inimitdeña,1
jagaogao,1
pojaro,1
manguleg,1
dumadaña,1
liânâlña,1
